image,dullness,whiteness,average_pixel_width,image_size,temp_size,width,height
4445fb72d-2.jpg,0.0,0.0,6.8115234375,19940,"(270, 480)",270,480
4445fb72d-3.jpg,0.0,0.0,2.7099609375,24790,"(270, 480)",270,480
4446dde7e-1.jpg,0.0,1.34,4.248046875,12320,"(270, 480)",270,480
4446dde7e-2.jpg,0.0,0.0,6.1767578125,16237,"(270, 480)",270,480
4446dde7e-3.jpg,0.0,13.095,7.03125,19640,"(270, 480)",270,480
4446dde7e-4.jpg,0.0,0.0,4.5654296875,24166,"(640, 360)",640,360
4446dde7e-5.jpg,0.0,0.0,4.6630859375,28444,"(640, 360)",640,360
4446dde7e-6.jpg,0.0,0.0,6.6162109375,16561,"(270, 480)",270,480
4446dde7e-7.jpg,0.0,0.0,6.298828125,15732,"(270, 480)",270,480
4448f7d57-1.jpg,0.0,5.35,5.76171875,18024,"(480, 318)",480,318
4448f7d57-2.jpg,1.745,0.0,5.322265625,19997,"(480, 360)",480,360
444d1c6d6-1.jpg,0.0,0.0,6.54296875,20547,"(300, 400)",300,400
444d1c6d6-2.jpg,0.0,92.275,4.9560546875,11720,"(400, 300)",400,300
4450245b0-1.jpg,0.0,0.0,8.0078125,20620,"(400, 300)",400,300
4450245b0-2.jpg,0.0,0.0,6.884765625,16864,"(400, 319)",400,319
4450385b4-1.jpg,68.28,0.945,8.349609375,23121,"(400, 266)",400,266
4450385b4-2.jpg,0.0,0.0,6.787109375,17756,"(400, 266)",400,266
4450385b4-3.jpg,0.0,0.0,5.2490234375,16550,"(400, 266)",400,266
4450385b4-4.jpg,12.5,0.0,6.93359375,21144,"(400, 266)",400,266
44594e996-1.jpg,0.0,0.0,6.298828125,12669,"(400, 300)",400,300
44594e996-10.jpg,0.0,0.0,4.150390625,11265,"(300, 400)",300,400
44594e996-11.jpg,27.85,0.0,6.34765625,12110,"(300, 400)",300,400
44594e996-12.jpg,0.0,0.0,10.9619140625,16264,"(400, 300)",400,300
44594e996-13.jpg,0.0,0.0,7.275390625,12445,"(300, 400)",300,400
44594e996-14.jpg,0.0,0.0,7.763671875,12198,"(400, 300)",400,300
44594e996-15.jpg,18.815,0.0,7.6171875,13421,"(300, 400)",300,400
44594e996-16.jpg,0.0,0.0,7.51953125,12678,"(300, 400)",300,400
44594e996-17.jpg,17.375,0.0,7.470703125,13017,"(300, 400)",300,400
44594e996-18.jpg,0.0,0.0,9.47265625,12459,"(300, 400)",300,400
44594e996-19.jpg,36.28,0.0,7.1533203125,13975,"(300, 400)",300,400
44594e996-2.jpg,0.0,0.0,5.908203125,11340,"(300, 400)",300,400
44594e996-20.jpg,0.0,7.275,6.3720703125,10776,"(300, 400)",300,400
44594e996-21.jpg,1.445,0.0,4.39453125,11388,"(400, 300)",400,300
44594e996-22.jpg,0.0,0.0,3.02734375,10864,"(400, 300)",400,300
44594e996-3.jpg,1.69,0.0,6.4453125,11251,"(300, 400)",300,400
44594e996-4.jpg,0.0,0.0,4.8583984375,11785,"(400, 300)",400,300
44594e996-5.jpg,0.0,0.0,6.0791015625,12312,"(400, 300)",400,300
44594e996-6.jpg,0.0,0.0,7.0068359375,12206,"(400, 300)",400,300
44594e996-7.jpg,27.85,0.0,6.34765625,12110,"(300, 400)",300,400
44594e996-8.jpg,0.0,0.0,4.150390625,11265,"(300, 400)",300,400
44594e996-9.jpg,0.0,0.0,7.7392578125,12331,"(300, 400)",300,400
44598cf69-1.jpg,3.46,20.69,8.0078125,34463,"(400, 300)",400,300
44598cf69-2.jpg,92.49000000000001,0.0,5.908203125,16750,"(400, 300)",400,300
44598cf69-3.jpg,100.0,0.0,5.7373046875,9887,"(225, 300)",225,300
445c703ff-1.jpg,6.08,2.365,6.396484375,14437,"(400, 226)",400,226
445c703ff-2.jpg,33.39,0.0,11.5478515625,37269,"(400, 400)",400,400
445c703ff-3.jpg,0.0,0.0,8.154296875,29478,"(400, 400)",400,400
445c703ff-4.jpg,0.0,0.0,4.4189453125,25864,"(400, 400)",400,400
4463622c8-1.jpg,54.675000000000004,0.0,5.56640625,21980,"(400, 300)",400,300
4463622c8-2.jpg,0.0,0.0,4.736328125,17691,"(400, 300)",400,300
4463622c8-3.jpg,12.855,0.0,6.54296875,18692,"(400, 300)",400,300
4463622c8-4.jpg,0.0,0.0,3.1494140625,23735,"(400, 300)",400,300
4463deb9a-1.jpg,0.0,0.0,8.0078125,17313,"(400, 300)",400,300
4463deb9a-2.jpg,1.56,0.0,6.640625,28251,"(400, 300)",400,300
4463deb9a-3.jpg,4.385,75.35,11.23046875,16609,"(400, 300)",400,300
4463deb9a-4.jpg,52.37,0.0,7.9345703125,14254,"(400, 300)",400,300
4463deb9a-5.jpg,37.29,0.0,6.0302734375,11235,"(400, 300)",400,300
4463deb9a-6.jpg,12.7,0.0,8.935546875,20572,"(400, 240)",400,240
4463deb9a-7.jpg,0.0,0.0,7.0556640625,17502,"(400, 240)",400,240
4463deb9a-8.jpg,0.0,0.0,5.2734375,12972,"(400, 240)",400,240
4464fa621-1.jpg,5.26,0.0,8.7158203125,18364,"(400, 267)",400,267
4464fa621-10.jpg,0.0,0.0,1.318359375,25006,"(400, 267)",400,267
4464fa621-2.jpg,0.0,0.0,7.861328125,20249,"(400, 267)",400,267
4464fa621-3.jpg,0.0,0.0,4.8095703125,18062,"(400, 300)",400,300
4464fa621-4.jpg,15.825,0.0,8.154296875,16492,"(400, 225)",400,225
4464fa621-5.jpg,47.23,0.0,5.712890625,15731,"(400, 267)",400,267
4464fa621-6.jpg,0.0,0.0,6.0546875,15559,"(400, 267)",400,267
4464fa621-7.jpg,0.0,0.0,4.443359375,13833,"(400, 267)",400,267
4464fa621-8.jpg,0.0,8.215,7.861328125,15410,"(400, 267)",400,267
4464fa621-9.jpg,4.5,0.0,5.2490234375,15946,"(400, 267)",400,267
446748891-1.jpg,1.02,0.0,5.615234375,45508,"(360, 480)",360,480
446748891-2.jpg,3.465,29.705,7.5439453125,33591,"(360, 480)",360,480
446748891-3.jpg,0.0,0.0,3.41796875,46189,"(360, 480)",360,480
446748891-4.jpg,5.0,0.0,5.810546875,30198,"(360, 480)",360,480
446748891-5.jpg,23.685,0.0,5.1025390625,33656,"(360, 480)",360,480
4470adc62-1.jpg,0.0,0.0,7.275390625,42875,"(639, 426)",639,426
447233a49-1.jpg,71.325,0.0,8.1787109375,13680,"(300, 400)",300,400
447233a49-2.jpg,47.385,0.0,7.2998046875,14729,"(400, 300)",400,300
447233a49-3.jpg,0.0,0.0,7.0068359375,14674,"(400, 300)",400,300
447233a49-4.jpg,1.155,0.0,5.5419921875,9932,"(400, 300)",400,300
447233a49-5.jpg,0.0,0.0,6.201171875,12884,"(400, 300)",400,300
4479fdc71-1.jpg,0.0,0.0,4.0771484375,25355,"(400, 266)",400,266
4479fdc71-2.jpg,0.0,0.0,6.3720703125,23386,"(400, 266)",400,266
4479fdc71-3.jpg,1.82,0.0,8.447265625,22762,"(400, 266)",400,266
4479fdc71-4.jpg,0.0,0.0,8.203125,24712,"(400, 266)",400,266
447be811f-1.jpg,7.045,0.0,7.421875,22107,"(400, 300)",400,300
44817c8f4-1.jpg,0.0,0.0,7.0068359375,31432,"(360, 480)",360,480
44817c8f4-2.jpg,0.0,0.0,6.494140625,25809,"(360, 480)",360,480
44817c8f4-3.jpg,1.64,0.0,8.2275390625,28981,"(360, 480)",360,480
4482a8d57-1.jpg,0.0,0.0,4.345703125,13279,"(400, 273)",400,273
4482a8d57-2.jpg,0.0,0.0,4.6142578125,12369,"(400, 271)",400,271
4482a8d57-3.jpg,1.31,0.0,5.6640625,16423,"(400, 263)",400,263
448659511-1.jpg,3.145,0.0,6.1279296875,18368,"(400, 300)",400,300
448659511-10.jpg,0.0,0.0,3.125,13178,"(400, 300)",400,300
448659511-11.jpg,0.0,0.0,6.0546875,13678,"(400, 300)",400,300
448659511-12.jpg,0.0,0.0,5.9814453125,13560,"(400, 300)",400,300
448659511-2.jpg,0.0,0.0,6.3232421875,21216,"(400, 300)",400,300
448659511-3.jpg,0.0,0.0,6.15234375,19634,"(400, 300)",400,300
448659511-4.jpg,13.125,0.0,6.6650390625,20835,"(400, 300)",400,300
448659511-5.jpg,0.0,0.0,6.982421875,17366,"(400, 300)",400,300
448659511-6.jpg,0.0,0.0,4.296875,13722,"(400, 300)",400,300
448659511-7.jpg,0.0,0.0,5.859375,14162,"(400, 300)",400,300
448659511-8.jpg,0.0,0.0,3.7109375,11966,"(400, 300)",400,300
448659511-9.jpg,0.0,0.0,3.125,12827,"(400, 300)",400,300
44867700c-1.jpg,15.12,0.0,6.1279296875,23156,"(400, 300)",400,300
44867700c-2.jpg,23.035,0.0,6.0302734375,26226,"(400, 300)",400,300
448770499-1.jpg,0.0,1.85,6.787109375,29485,"(400, 312)",400,312
449290a8b-1.jpg,0.0,0.0,6.3720703125,14788,"(400, 313)",400,313
449290a8b-2.jpg,34.875,42.19,8.6669921875,20484,"(400, 267)",400,267
449290a8b-3.jpg,66.205,0.0,6.1767578125,13049,"(400, 251)",400,251
44930f85a-1.jpg,0.0,41.394999999999996,5.9814453125,23172,"(400, 300)",400,300
44930f85a-2.jpg,0.0,0.0,5.7373046875,17764,"(400, 300)",400,300
44930f85a-3.jpg,0.0,49.15,9.2529296875,25188,"(300, 400)",300,400
44930f85a-4.jpg,0.0,8.335,6.0546875,24434,"(400, 300)",400,300
44965fd2c-1.jpg,16.21,1.585,12.2314453125,27127,"(225, 400)",225,400
44a0bfde6-1.jpg,0.0,0.0,8.984375,39581,"(640, 360)",640,360
44a0bfde6-2.jpg,0.0,34.525,6.5673828125,32927,"(640, 360)",640,360
44a0bfde6-3.jpg,0.0,0.0,7.0556640625,35305,"(640, 360)",640,360
44a0c16bc-1.jpg,32.185,1.41,9.033203125,42371,"(640, 427)",640,427
44a0c16bc-2.jpg,16.990000000000002,3.155,8.203125,23977,"(320, 480)",320,480
44a541574-1.jpg,0.0,0.0,6.298828125,39805,"(360, 480)",360,480
44a541574-2.jpg,0.0,0.0,6.9091796875,61355,"(640, 480)",640,480
44aafd1b1-1.jpg,1.885,0.0,9.765625,22225,"(300, 400)",300,400
44ab64cad-1.jpg,21.055,0.0,3.076171875,12768,"(400, 268)",400,268
44ab64cad-2.jpg,0.0,0.0,4.8828125,16335,"(400, 268)",400,268
44ab64cad-3.jpg,13.305,0.0,4.638671875,21754,"(400, 300)",400,300
44b6a5b46-1.jpg,37.955,0.0,6.005859375,21188,"(400, 266)",400,266
44b6a5b46-2.jpg,48.84,40.625,6.4208984375,20684,"(266, 400)",266,400
44b6a5b46-3.jpg,55.485,39.165,7.51953125,24570,"(266, 400)",266,400
44b6a5b46-4.jpg,67.035,6.630000000000001,5.615234375,20337,"(400, 266)",400,266
44b6a5b46-5.jpg,40.555,0.0,5.712890625,14452,"(400, 266)",400,266
44bba906d-1.jpg,3.845,8.165,9.228515625,62392,"(640, 480)",640,480
44bba906d-2.jpg,1.85,5.505,8.984375,35455,"(360, 480)",360,480
44bba906d-3.jpg,1.83,17.215,8.0078125,38664,"(360, 480)",360,480
44bba906d-4.jpg,0.0,0.0,7.32421875,47364,"(360, 480)",360,480
44bba906d-5.jpg,0.0,0.0,7.470703125,45760,"(360, 480)",360,480
44bc5f67c-1.jpg,35.685,0.0,4.1015625,13270,"(400, 300)",400,300
44c117982-1.jpg,0.0,69.99,6.9091796875,19403,"(400, 299)",400,299
44c2e1fd1-1.jpg,0.0,0.0,3.076171875,33703,"(400, 300)",400,300
44c2e1fd1-2.jpg,0.0,0.0,2.4169921875,37107,"(400, 300)",400,300
44c2e1fd1-3.jpg,0.0,0.0,2.5634765625,37135,"(400, 300)",400,300
44c308937-1.jpg,0.0,0.0,7.763671875,24142,"(400, 300)",400,300
44c8447f9-1.jpg,1.64,2.46,7.8857421875,25938,"(267, 400)",267,400
44c8447f9-2.jpg,9.675,0.0,6.34765625,32715,"(400, 267)",400,267
44c8447f9-3.jpg,12.7,0.0,5.6396484375,37973,"(400, 267)",400,267
44c8447f9-4.jpg,0.0,0.0,3.5400390625,37501,"(267, 400)",267,400
44c8447f9-5.jpg,0.0,0.0,7.6171875,16995,"(400, 267)",400,267
44cd12263-1.jpg,11.365,0.0,6.494140625,21008,"(270, 480)",270,480
44cd12263-2.jpg,15.75,0.0,8.59375,19464,"(270, 480)",270,480
44cd12263-3.jpg,20.12,0.0,7.6416015625,18877,"(270, 480)",270,480
44cd12263-4.jpg,15.355,0.0,6.8115234375,20478,"(270, 480)",270,480
44cd12263-5.jpg,27.085,0.0,7.2509765625,19832,"(270, 480)",270,480
44d1246e0-1.jpg,0.0,55.42,9.6923828125,21671,"(320, 480)",320,480
44d1246e0-2.jpg,0.0,0.0,7.4951171875,66096,"(640, 478)",640,478
44d722701-1.jpg,0.0,0.0,6.8603515625,22908,"(360, 480)",360,480
44da8c2a0-1.jpg,0.0,26.96,6.4208984375,53536,"(360, 480)",360,480
44db1cade-1.jpg,8.725,1.39,8.30078125,20200,"(360, 480)",360,480
44db1cade-2.jpg,25.845,0.0,7.7880859375,23710,"(360, 480)",360,480
44db1cade-3.jpg,0.0,27.085,5.95703125,23832,"(360, 480)",360,480
44db1cade-4.jpg,5.215,45.265,6.15234375,21541,"(360, 480)",360,480
44dcffea3-1.jpg,21.55,0.0,7.6171875,25306,"(356, 480)",356,480
44dcffea3-2.jpg,29.74,0.0,8.935546875,29706,"(356, 480)",356,480
44ddc2e22-1.jpg,1.03,90.21000000000001,11.9140625,18309,"(400, 300)",400,300
44f048354-1.jpg,0.0,27.595,9.1064453125,16287,"(400, 300)",400,300
44f048354-2.jpg,0.0,0.0,8.6669921875,12552,"(400, 267)",400,267
44f048354-3.jpg,0.0,0.0,3.3935546875,9185,"(400, 300)",400,300
44f048354-4.jpg,0.0,0.0,4.4921875,9753,"(400, 300)",400,300
44f048354-5.jpg,0.0,0.0,4.2236328125,11287,"(400, 300)",400,300
44f198a24-1.jpg,0.0,0.0,5.712890625,24709,"(270, 480)",270,480
44f198a24-2.jpg,0.0,0.0,7.1533203125,23714,"(270, 480)",270,480
44f198a24-3.jpg,0.0,0.0,6.787109375,20821,"(270, 480)",270,480
44f198a24-4.jpg,0.0,0.0,4.2236328125,14354,"(270, 480)",270,480
44f198a24-5.jpg,1.85,0.0,5.322265625,27872,"(270, 480)",270,480
44f198a24-6.jpg,0.0,0.0,4.6142578125,23865,"(270, 480)",270,480
44f198a24-7.jpg,0.0,0.0,6.2255859375,26273,"(270, 480)",270,480
44fff524f-1.jpg,0.0,0.0,6.2255859375,19756,"(299, 400)",299,400
44fff524f-2.jpg,0.0,12.31,8.4228515625,26199,"(299, 400)",299,400
4501c8125-1.jpg,0.0,26.76,3.9306640625,27640,"(360, 480)",360,480
4501c8125-2.jpg,0.0,0.0,7.7392578125,23226,"(360, 480)",360,480
4501c8125-3.jpg,0.0,0.0,3.076171875,26221,"(360, 480)",360,480
4501c8125-4.jpg,0.0,0.0,6.8359375,32713,"(360, 480)",360,480
4501e7e4f-1.jpg,17.215,0.0,6.5185546875,38750,"(639, 360)",639,360
4501e7e4f-2.jpg,45.31,0.0,9.1064453125,36504,"(639, 360)",639,360
4501e7e4f-3.jpg,18.27,0.0,6.591796875,20394,"(270, 480)",270,480
4501e7e4f-4.jpg,0.0,0.0,9.765625,38294,"(639, 360)",639,360
4501e7e4f-5.jpg,0.0,25.35,6.25,40833,"(360, 480)",360,480
4512e1ea8-1.jpg,24.384999999999998,1.53,5.3955078125,22100,"(419, 480)",419,480
4512e1ea8-2.jpg,29.46,0.0,6.3232421875,23408,"(393, 480)",393,480
4518f180e-1.jpg,3.405,0.0,6.884765625,20262,"(270, 480)",270,480
4518f180e-2.jpg,32.95,0.0,6.0302734375,27996,"(360, 480)",360,480
451bf38f1-1.jpg,0.0,0.0,4.5654296875,56495,"(640, 480)",640,480
451bf38f1-2.jpg,0.0,4.665,6.93359375,77439,"(640, 480)",640,480
451bf38f1-3.jpg,0.0,1.82,5.95703125,68778,"(640, 480)",640,480
451d17b57-1.jpg,3.6900000000000004,89.65,7.5927734375,79634,"(640, 640)",640,640
451d17b57-2.jpg,10.495,34.995000000000005,14.9169921875,84088,"(640, 640)",640,640
451d17b57-3.jpg,12.83,0.0,8.2275390625,52335,"(640, 402)",640,402
451d18ba3-1.jpg,0.0,31.98,9.86328125,21391,"(300, 400)",300,400
451d18ba3-2.jpg,0.0,0.0,5.2978515625,20484,"(400, 300)",400,300
451d18ba3-3.jpg,2.5,0.0,5.9326171875,20075,"(300, 400)",300,400
451d64f26-1.jpg,3.87,0.0,10.5224609375,20710,"(400, 300)",400,300
451d64f26-2.jpg,0.0,0.0,9.5947265625,18291,"(400, 300)",400,300
451d64f26-3.jpg,0.0,0.0,10.0341796875,21181,"(400, 300)",400,300
451d64f26-4.jpg,2.725,0.0,9.3505859375,20132,"(400, 300)",400,300
45217971b-1.jpg,0.0,0.0,3.3447265625,11992,"(300, 400)",300,400
45217971b-2.jpg,0.0,36.865,6.591796875,16196,"(300, 400)",300,400
45217971b-3.jpg,0.0,1.85,4.443359375,14804,"(300, 400)",300,400
45217971b-4.jpg,0.0,0.0,9.4970703125,16139,"(328, 399)",328,399
45217971b-5.jpg,0.0,0.0,9.1552734375,19126,"(400, 300)",400,300
45217971b-6.jpg,0.0,0.0,4.5654296875,16203,"(400, 300)",400,300
45217971b-7.jpg,0.0,0.0,9.1552734375,19126,"(400, 300)",400,300
4525391a7-1.jpg,70.78,0.0,7.5439453125,26192,"(301, 480)",301,480
4525391a7-2.jpg,20.0,2.54,6.6162109375,23939,"(291, 479)",291,479
4525391a7-3.jpg,47.660000000000004,0.0,8.5693359375,68030,"(640, 583)",640,583
4525391a7-4.jpg,0.0,0.0,5.1513671875,24078,"(360, 480)",360,480
4525391a7-5.jpg,4.1,20.0,7.12890625,83756,"(640, 480)",640,480
45271caa8-1.jpg,1.235,11.11,5.615234375,36664,"(360, 480)",360,480
45271caa8-2.jpg,0.0,23.375,7.2265625,39298,"(360, 480)",360,480
4529e91da-1.jpg,73.57,0.0,10.15625,24750,"(359, 400)",359,400
4529e91da-2.jpg,86.925,0.0,8.984375,27048,"(400, 397)",400,397
452a50855-1.jpg,0.0,0.0,2.34375,19363,"(400, 300)",400,300
452a50855-2.jpg,0.0,0.0,6.9091796875,19513,"(400, 300)",400,300
453125325-1.jpg,38.794999999999995,7.305,6.93359375,31637,"(360, 480)",360,480
453125325-2.jpg,0.0,0.0,5.8837890625,25605,"(360, 480)",360,480
45320bbe7-1.jpg,0.0,0.0,4.00390625,7630,"(266, 400)",266,400
45320bbe7-2.jpg,41.14,0.0,7.51953125,17720,"(267, 400)",267,400
45320bbe7-3.jpg,2.205,0.0,7.5927734375,15605,"(267, 400)",267,400
45320bbe7-4.jpg,3.37,0.0,7.373046875,14185,"(267, 400)",267,400
45320bbe7-5.jpg,0.0,0.0,6.4453125,11505,"(400, 266)",400,266
45320bbe7-6.jpg,0.0,0.0,5.2734375,8489,"(266, 400)",266,400
45320bbe7-7.jpg,1.18,0.0,5.224609375,13455,"(400, 266)",400,266
453750088-1.jpg,0.0,16.175,6.640625,31849,"(398, 480)",398,480
453750088-2.jpg,0.0,3.805,6.005859375,29240,"(360, 480)",360,480
453750088-3.jpg,0.0,49.58,6.8115234375,32556,"(360, 480)",360,480
453750088-4.jpg,0.0,2.0,4.296875,64299,"(360, 480)",360,480
453cf6271-1.jpg,0.0,0.0,7.177734375,15104,"(400, 266)",400,266
453cf6271-2.jpg,0.0,4.145,6.982421875,15126,"(400, 266)",400,266
453cf6271-3.jpg,0.0,41.845,6.591796875,11465,"(400, 266)",400,266
453cf6271-4.jpg,0.0,10.83,6.15234375,12849,"(400, 266)",400,266
453cf6271-5.jpg,0.0,0.0,5.4443359375,17253,"(400, 266)",400,266
453cf6271-6.jpg,0.0,4.145,6.982421875,15126,"(400, 266)",400,266
453cf6271-7.jpg,0.0,13.395,8.5693359375,26024,"(400, 266)",400,266
453cf6271-8.jpg,0.0,17.31,8.4228515625,21796,"(400, 266)",400,266
45408f88d-1.jpg,1.62,0.0,4.833984375,20002,"(270, 480)",270,480
4540f8e9c-1.jpg,0.0,0.0,1.5869140625,8275,"(203, 360)",203,360
4540f8e9c-2.jpg,0.0,0.0,4.7607421875,34187,"(639, 359)",639,359
4540f8e9c-3.jpg,0.0,60.595,5.17578125,18731,"(270, 480)",270,480
4540f8e9c-4.jpg,0.0,0.0,2.880859375,32504,"(639, 359)",639,359
4540f8e9c-5.jpg,0.0,0.0,5.2734375,32714,"(639, 359)",639,359
4540f8e9c-6.jpg,0.0,0.0,1.3916015625,15643,"(270, 480)",270,480
4540f8e9c-7.jpg,0.0,0.0,3.5888671875,33418,"(640, 360)",640,360
4540f8e9c-8.jpg,0.0,0.0,5.7861328125,27448,"(640, 360)",640,360
4544aecf7-1.jpg,0.0,0.0,1.85546875,14532,"(400, 300)",400,300
454607f26-1.jpg,5.17,0.0,9.0576171875,27328,"(270, 480)",270,480
4546c89b3-1.jpg,0.0,1.925,7.4951171875,21550,"(267, 400)",267,400
454aa9e20-1.jpg,0.0,0.0,6.3720703125,21955,"(270, 480)",270,480
4552e7972-1.jpg,0.0,0.0,7.4462890625,16315,"(300, 400)",300,400
4555f9273-1.jpg,0.0,0.0,7.666015625,25650,"(331, 480)",331,480
4555f9273-2.jpg,0.0,0.0,7.763671875,26345,"(449, 480)",449,480
4559bd457-1.jpg,0.0,46.155,8.2275390625,39487,"(360, 480)",360,480
455d243eb-1.jpg,0.0,48.56,8.8134765625,27833,"(384, 384)",384,384
455d243eb-2.jpg,0.0,10.225,8.8134765625,24934,"(344, 400)",344,400
455d243eb-3.jpg,0.0,0.0,5.4931640625,28366,"(366, 400)",366,400
45600eaab-1.jpg,0.0,0.0,8.9599609375,30938,"(393, 470)",393,470
45600eaab-2.jpg,0.0,2.755,6.5673828125,23453,"(270, 480)",270,480
45600eaab-3.jpg,2.175,0.0,10.2294921875,30717,"(373, 480)",373,480
456908d93-1.jpg,4.0600000000000005,0.0,7.9345703125,14531,"(300, 400)",300,400
456908d93-2.jpg,0.0,0.0,5.029296875,11913,"(300, 400)",300,400
456908d93-3.jpg,2.5,2.5,8.7646484375,12994,"(300, 400)",300,400
456908d93-4.jpg,0.0,2.42,8.203125,14134,"(400, 300)",400,300
456908d93-5.jpg,4.125,0.0,8.984375,14333,"(400, 300)",400,300
456908d93-6.jpg,21.4,0.0,7.7392578125,13879,"(400, 300)",400,300
456908d93-7.jpg,4.11,0.0,7.0068359375,13385,"(400, 300)",400,300
456c7a365-1.jpg,10.0,9.445,4.6630859375,29400,"(400, 299)",400,299
456c7a365-2.jpg,0.0,5.625,5.2734375,28857,"(400, 299)",400,299
456c7a365-3.jpg,0.0,0.0,6.4697265625,13046,"(400, 400)",400,400
4574e3de4-1.jpg,3.775,0.0,5.7373046875,20888,"(400, 300)",400,300
4574e3de4-2.jpg,0.0,0.0,5.4443359375,12653,"(400, 265)",400,265
4574e3de4-3.jpg,1.35,43.6,8.349609375,14141,"(400, 265)",400,265
4574e3de4-4.jpg,0.0,0.0,6.5673828125,17411,"(400, 300)",400,300
4574e3de4-5.jpg,0.0,0.0,6.201171875,21509,"(400, 300)",400,300
457bdfb16-1.jpg,1.85,44.95,10.15625,25025,"(300, 400)",300,400
457bdfb16-2.jpg,0.0,51.495,10.009765625,24235,"(300, 400)",300,400
457bdfb16-3.jpg,0.0,2.285,3.90625,12964,"(300, 400)",300,400
457bdfb16-4.jpg,0.0,0.0,9.7900390625,16987,"(300, 400)",300,400
457bdfb16-5.jpg,1.39,45.425,8.349609375,19069,"(300, 400)",300,400
457de178d-1.jpg,0.0,0.0,7.03125,17169,"(400, 300)",400,300
457de178d-2.jpg,1.83,0.0,8.3740234375,19324,"(400, 300)",400,300
457de178d-3.jpg,50.0,0.0,7.12890625,16882,"(400, 300)",400,300
45858d482-1.jpg,0.0,0.0,8.7158203125,24145,"(270, 480)",270,480
458adc77a-1.jpg,40.68,0.0,3.759765625,22839,"(400, 267)",400,267
458e8f61c-1.jpg,1.4,0.0,6.2255859375,9632,"(203, 360)",203,360
458e8f61c-10.jpg,35.8,15.79,11.03515625,21300,"(203, 360)",203,360
458e8f61c-11.jpg,22.025,0.0,10.0341796875,14282,"(203, 360)",203,360
458e8f61c-12.jpg,0.0,75.93,7.080078125,21710,"(360, 480)",360,480
458e8f61c-13.jpg,0.0,53.75,7.91015625,23968,"(360, 480)",360,480
458e8f61c-2.jpg,7.76,51.195,11.2060546875,71112,"(640, 360)",640,360
458e8f61c-3.jpg,10.17,1.695,9.521484375,17917,"(203, 360)",203,360
458e8f61c-4.jpg,10.09,0.0,5.76171875,9870,"(203, 360)",203,360
458e8f61c-5.jpg,0.0,7.02,6.1279296875,15333,"(203, 360)",203,360
458e8f61c-6.jpg,54.51,0.0,6.7138671875,20782,"(203, 360)",203,360
458e8f61c-7.jpg,0.0,0.0,5.17578125,13232,"(203, 360)",203,360
458e8f61c-8.jpg,97.155,0.0,8.1787109375,18851,"(203, 360)",203,360
458e8f61c-9.jpg,0.0,0.0,8.0322265625,11419,"(203, 360)",203,360
45904d2be-1.jpg,0.0,0.0,3.515625,13959,"(400, 300)",400,300
45904d2be-2.jpg,8.405,0.0,8.837890625,34476,"(400, 300)",400,300
45904d2be-3.jpg,0.0,0.0,9.2041015625,25990,"(400, 300)",400,300
45904d2be-4.jpg,0.0,17.275,9.716796875,30373,"(400, 300)",400,300
45904d2be-5.jpg,0.0,4.31,7.1533203125,17660,"(400, 300)",400,300
4595acb4d-1.jpg,1.305,0.0,7.9345703125,27667,"(360, 480)",360,480
459729cda-1.jpg,0.0,39.455,10.5224609375,75013,"(640, 499)",640,499
45a283ed6-1.jpg,2.0,43.55,10.498046875,22148,"(266, 400)",266,400
45a283ed6-2.jpg,0.0,0.0,8.3740234375,21194,"(266, 400)",266,400
45a283ed6-3.jpg,0.0,4.1,8.0322265625,17625,"(266, 400)",266,400
45a283ed6-4.jpg,39.105,0.0,7.177734375,22497,"(400, 266)",400,266
45a283ed6-5.jpg,4.15,0.0,9.521484375,23297,"(266, 400)",266,400
45a59c4e9-1.jpg,12.78,0.0,7.8369140625,28531,"(360, 480)",360,480
45a59c4e9-2.jpg,23.325,0.0,8.7646484375,31315,"(360, 480)",360,480
45a59c4e9-3.jpg,0.0,50.0,7.7392578125,46941,"(640, 480)",640,480
45a59c4e9-4.jpg,0.0,7.5,8.203125,46895,"(640, 480)",640,480
45a59c4e9-5.jpg,13.695,5.355,7.7880859375,46844,"(640, 480)",640,480
45a59c4e9-6.jpg,0.0,0.0,6.982421875,38766,"(640, 480)",640,480
45af03266-1.jpg,0.0,0.0,4.6142578125,13449,"(300, 400)",300,400
45af03266-2.jpg,0.0,15.62,6.6162109375,13584,"(300, 400)",300,400
45af03266-3.jpg,0.0,0.0,5.8349609375,14615,"(400, 300)",400,300
45afc38e4-1.jpg,0.0,0.0,9.912109375,22030,"(400, 300)",400,300
45afc38e4-2.jpg,1.745,0.0,8.8623046875,19643,"(400, 300)",400,300
45afc38e4-3.jpg,0.0,0.0,8.1787109375,19514,"(400, 300)",400,300
45afc38e4-4.jpg,1.41,0.0,8.2763671875,22724,"(400, 300)",400,300
45afc38e4-5.jpg,16.765,15.855,10.6201171875,23507,"(400, 300)",400,300
45afc38e4-6.jpg,0.0,0.0,5.5908203125,20026,"(400, 300)",400,300
45afc38e4-7.jpg,21.93,0.0,6.884765625,20002,"(400, 300)",400,300
45afc38e4-8.jpg,6.25,0.0,7.4462890625,16863,"(400, 300)",400,300
45b295426-1.jpg,18.505,0.0,5.9814453125,22820,"(401, 480)",401,480
45b295426-2.jpg,0.0,0.0,4.736328125,16803,"(400, 480)",400,480
